playerid,displayname,height,weight,dob,position,origin
2022677846,"Cumberland, Noah",183.0,80.0,2001-03-15,Forward,Brisbane Lions Academy
2018671956,"Cumming, Isaac",184.0,83.0,1998-08-11,Defender,Broken Hill
2017672631,"Cunico, Jordan",184.0,78.0,1996-05-07,Midfield,Gippsland Power
2016678303,"Cuningham, David",185.0,85.0,1997-03-30,Forward,Oakleigh Chargers
2012674793,"Cunningham, Harry",181.0,78.0,1993-12-06,Defender,Turvey Park
2010679202,"Cunnington, Ben",185.0,88.0,1991-06-30,Midfield,Geelong Falcons
2016676081,"Curnow, Charlie",192.0,96.0,1997-02-03,Forward,Geelong Falcons
2011679390,"Curnow, Ed",180.0,85.0,1989-11-07,Midfield,Geelong Falcons
2013671345,"Curren, Tom",178.0,78.0,1992-07-29,Forward,Dandenong Stingrays
2014671709,"Currie, Daniel",201.0,96.0,1989-02-15,Ruck,Northern Knights
2022676305,"Curtis, Paul",185.0,75.0,2003-03-04,Forward,Western Jets
2014673527,"Cutler, Tom",192.0,92.0,1995-02-20,Midfield,Oakleigh Chargers
2011684234,"Dahlhaus, Luke",179.0,77.0,1992-08-21,Forward,Geelong Falcons
2017688313,"Daicos, Josh",178.0,76.0,1998-11-26,"Midfield, Forward",Oakleigh Chargers
2022681904,"Daicos, Nick",184.0,73.0,2003-01-03,"Defender, Midfield",Oakleigh Chargers
2002688908,"Dal Santo, Nick",185.0,85.0,1984-02-22,Midfield,Bendigo Pioneers
2015684036,"Dale, Bailey",183.0,82.0,1996-07-22,"Defender, Forward",Dandenong Stingrays
2012688831,"Dale, Frazer",187.0,77.0,1993-11-10,Midfield,Calder Cannons
2013683697,"Dalgleish, Lauchlan",185.0,77.0,1993-06-22,Defender,GWV Rebels
2008687516,"Dalziell, Bradd",184.0,82.0,1987-03-15,Midfield,East Fremantle
2022683898,"DAmbrosio, Massimo",178.0,80.0,2003-06-05,Defender,Western Jets
2008681760,"Dangerfield, Patrick",189.0,92.0,1990-04-05,"Midfield, Forward",Geelong Falcons
2015685477,"Daniel, Caleb",168.0,72.0,1996-07-07,Defender,South Adelaide
2018682126,"Daniels, Brent",170.0,74.0,1999-03-09,Forward,Bendigo Pioneers
2013689718,"Daniher, Joe",200.0,99.0,1994-03-04,Forward,Calder Cannons
2022681589,"Darcy, Sam",205.0,94.0,2003-07-19,Forward,Oakleigh Chargers
2017681648,"Darcy, Sean",202.0,113.0,1998-06-12,"Forward, Ruck",Geelong Falcons
2012685071,"Darley, Sam",186.0,82.0,1993-02-15,Defender,Hobart
2011688430,"Darling, Jack",191.0,95.0,1992-06-13,Forward,West Perth
2004689690,"Davey, Aaron",177.0,75.0,1983-06-10,Forward,Port Melbourne
2023681337,"Davey, Alwyn",181.0,77.0,2004-02-26,Forward,Oakleigh Chargers
2007682836,"Davey, Alwyn",173.0,72.0,1984-05-15,Forward,South Adelaide
2021689563,"Davies, Alex",191.0,85.0,2002-03-18,Midfield,Gold Coast Suns Academy
2010686160,"Davies, Marcus",188.0,86.0,1991-04-06,Defender,North Hobart
2018687507,"Davies-Uniacke, Luke",188.0,85.0,1999-06-08,Midfield,Dandenong Stingrays
2019683521,"Davis, Ben",187.0,85.0,1997-05-19,Forward,UNSW
2010684139,"Davis, Phil",197.0,96.0,1990-08-30,Defender,North Adelaide
2008686669,"Davis, Ryan",188.0,85.0,1989-06-07,Forward,North Shore
2013682832,"Davis, Troy",192.0,96.0,1992-06-10,Defender,Geelong Falcons
2013681745,"Daw, Majak",195.0,97.0,1991-03-11,Forward,Western Jets
2008681895,"Dawes, Chris",193.0,105.0,1988-05-16,Forward,Sandringham
2018681606,"Dawson, Jacob",182.0,79.0,1999-11-03,Defender,Gold Coast Suns Academy
2017687056,"Dawson, Jordan",192.0,86.0,1997-04-09,Defender,Sturt
2022688216,"Dawson, Kallan",196.0,89.0,1998-07-22,Defender,Williamstown
2015687577,"Dawson, Liam",188.0,84.0,1996-01-23,"Defender, Forward",Aspley
2005681903,"Dawson, Zac",197.0,94.0,1986-02-22,Defender,Calder Cannons
2011685784,"Day, Sam",197.0,104.0,1992-09-06,Forward,Sturt
2020683796,"Day, Will",187.0,70.0,2001-06-05,Defender,West Adelaide
2009682045,"de Boer, Matt",189.0,87.0,1990-03-10,Midfield,Claremont
2015681643,"de Goey, Jordan",188.0,92.0,1996-03-15,"Midfield, Forward",Oakleigh Chargers
2021689846,"De Koning, Sam",200.0,85.0,2001-02-26,Defender,Dandenong Stingrays
2018682020,"De Koning, Tom",201.0,92.0,1999-07-16,Ruck,Dandenong Stingrays
2010684385,"Dea, Matt",186.0,85.0,1991-10-13,Defender,GWV Rebels
2012689252,"Delaney, Cameron",194.0,91.0,1992-06-19,Defender,Geelong Falcons
2011687873,"Delaney, Luke",194.0,97.0,1989-06-24,Defender,Geelong Falcons
2005682511,"Deledio, Brett",188.0,88.0,1987-04-18,"Midfield, Forward",Murray Bushrangers
2012686219,"DellOlio, Cory",175.0,81.0,1989-12-08,Forward,South Fremantle
2017688971,"Deluca, Josh",181.0,85.0,1996-05-11,Midfield,Subiaco
2006687473,"Dempsey, Courtenay",185.0,80.0,1987-08-28,Defender,Morningside
2022682466,"Dempsey, Oliver",185.0,70.0,2003-01-07,Forward,Carey Grammar
2005688835,"Dempster, Sean",191.0,87.0,1984-01-20,Defender,Gippsland Power
2010681920,"Dennis-Lane, Trent",181.0,75.0,1988-08-30,Forward,Subiaco
2012681353,"Derickx, Tom",204.0,96.0,1987-12-07,Ruck,Claremont
2014765737,"Dewar, Angus",192.0,88.0,1992-10-12,Defender,Claremont
2015681532,"Dick, Matthew",187.0,88.0,1994-11-03,Defender,Calder Cannons
2012684055,"Dickson, Tory",184.0,85.0,1987-09-26,Forward,Bendigo Gold
2001685283,"Didak, Alan",184.0,85.0,1983-02-15,Forward,Port Adelaide
2011685707,"Dixon, Charlie",200.0,105.0,1990-09-23,Forward,Redland
2019688496,"Dixon, Hugh",196.0,96.0,1999-02-26,Forward,Tigers Football Club
2009684492,"Djerrkura, Nathan",174.0,78.0,1988-09-19,Forward,NT Thunder
2013689598,"Docherty, Sam",187.0,87.0,1993-10-17,Defender,Gippsland Power
2018689604,"Doedee, Tom",188.0,88.0,1997-03-01,Defender,Geelong Falcons
2000686938,"Doughty, Michael",177.0,81.0,1979-08-05,Defender,South Adelaide
2006687579,"Douglas, Richard",181.0,79.0,1987-02-06,"Midfield, Forward",Calder Cannons
2018682738,"Dow, Paddy",187.0,83.0,1999-10-16,"Midfield, Forward",Bendigo Pioneers
2020682831,"Dow, Thomson",182.0,76.0,2001-10-16,Midfield,Bendigo Pioneers
2021684041,"Downie, Connor",185.0,82.0,2002-05-31,Midfield,Eastern Ranges
2013688184,"Downie, Tom",203.0,99.0,1993-04-27,"Forward, Ruck",GWV Rebels
2020686068,"Draper, Sam",205.0,107.0,1998-09-28,Ruck,South Adelaide
2019689522,"Drew, Willem",188.0,78.0,1998-10-01,Midfield,GWV Rebels
2005684804,"Drummond, Josh",189.0,88.0,1983-04-19,Defender,Northern Eagles
2015682087,"Drummond, Nathan",182.0,86.0,1995-01-19,Forward,Murray Bushrangers
2023682484,"Drury, Blake",177.0,74.0,2004-01-11,Forward,Oakleigh Chargers
2006681944,"Duffield, Paul",188.0,86.0,1985-02-05,Defender,South Fremantle
2014681930,"Duffy, Max",184.0,77.0,1993-04-11,Forward,East Fremantle
2015684385,"Duggan, Liam",184.0,83.0,1996-12-11,"Defender, Midfield",Western Jets
2011686118,"Duigan, Nick",186.0,88.0,1984-09-07,Defender,-
2018682359,"Duman, Taylin",193.0,83.0,1998-04-18,Defender,Oakleigh Chargers
2015686612,"Dumont, Trent",186.0,87.0,1995-06-30,Midfield,Norwood
2010681330,"Duncan, Mitch",188.0,88.0,1991-06-10,Midfield,East Perth
2012686176,"Dunell, Sam",190.0,81.0,1990-02-21,Midfield,Bendigo Gold
2016686128,"Dunkley, Josh",190.0,88.0,1997-01-09,"Midfield, Forward",Gippsland Power
2019684011,"Dunkley, Kyle",185.0,84.0,2000-06-20,"Midfield, Forward",Gippsland Power
2006686832,"Dunn, Lynden",192.0,102.0,1987-05-14,Defender,Calder Cannons
2014685238,"Dunstan, Luke",185.0,84.0,1995-01-29,Midfield,Woodville-West Torrens
2021688595,"Durdin, Corey",173.0,73.0,2002-04-14,"Midfield, Forward",Central District
2017681470,"Durdin, Sam",198.0,95.0,1996-06-06,Defender,West Adelaide
2021684001,"Durham, Sam",185.0,75.0,2001-07-09,"Defender, Midfield",Richmond
2013682780,"Duryea, Taylor",179.0,80.0,1991-04-24,"Defender, Forward",Murray Bushrangers
2019688399,"Duursma, Xavier",186.0,73.0,2000-07-07,Midfield,Gippsland Power
2013684280,"Dwyer, Sam",180.0,76.0,1986-08-29,Midfield,Port Melbourne
2004684249,"Dyson, Ricky",183.0,86.0,1985-09-28,Midfield,Northern Knights
2018694494,"Eagles, Matt",200.0,99.0,1990-02-09,Defender,Morningside
2008697342,"Ebert, Brad",189.0,90.0,1990-04-02,Forward,Port Adelaide
2004691834,"Ebert, Brett",179.0,84.0,1983-11-18,Forward,Port Adelaide
2017691846,"Eddy, Brett",193.0,97.0,1989-08-26,Forward,South Adelaide
2005697695,"Edwards, Aaron",184.0,92.0,1984-03-02,Forward,Dandenong Stingrays
2020698920,"Edwards, Harry",197.0,87.0,2000-10-01,Defender,Swan Districts
2021698502,"Edwards, Luke",188.0,83.0,2002-02-12,Midfield,Glenelg
2007699633,"Edwards, Shane",182.0,80.0,1988-10-25,Midfield,North Adelaide
2012692229,"Edwards, Shaun",189.0,83.0,1993-12-13,"Midfield, Forward",Northern Territory
2019699470,"Eggmolesse-Smith, Derek",180.0,80.0,1998-05-04,Defender,Wentworth
2008691384,"Ellard, David",177.0,80.0,1989-03-13,Forward,Swan Districts
2012693235,"Elliott, Jamie",178.0,81.0,1992-08-21,"Midfield, Forward",Murray Bushrangers
2012694309,"Ellis, Brandon",181.0,82.0,1993-08-03,Midfield,Calder Cannons
2015693944,"Ellis, Corey",184.0,79.0,1996-10-09,Defender,Western Jets
2007692829,"Ellis, Xavier",186.0,81.0,1988-02-28,Defender,Gippsland Power
2014697406,"Ellis-Yolmen, Cam",190.0,97.0,1993-01-28,Midfield,Woodville-West Torrens
2012693506,"Elton, Todd",197.0,100.0,1993-04-29,Forward,Dandenong Stingrays
1999692464,"Embley, Andrew",189.0,91.0,1981-06-27,Midfield,Swan Districts
2023699567,"Emmett, Tom",186.0,89.0,2001-11-30,Forward,Sturt
2017691632,"English, Tim",205.0,93.0,1997-08-10,Ruck,South Fremantle
2001699973,"Enright, Corey",187.0,90.0,1981-09-14,Defender,Port Adelaide
2022692335,"Erasmus, Neil",190.0,83.0,2003-12-02,Midfield,Subiaco
2015698557,"Evans, Billy",187.0,87.0,1996-10-19,"Midfield, Forward",Bendigo Pioneers
2021698799,"Evans, Francis",182.0,78.0,2001-08-23,Forward,Calder Cannons
2011693004,"Evans, Michael",180.0,75.0,1992-07-13,Midfield,Claremont
2007699922,"Everitt, Andrejs",194.0,90.0,1989-03-13,Forward,Dandenong Stingrays
2023704907,"Fahey, Josh",187.0,82.0,2003-11-11,Midfield,GWS Giants Academy
2014707339,"Fantasia, Orazio",178.0,77.0,1995-09-14,"Defender, Forward",Norwood
2020702883,"Farrar, Jy",191.0,79.0,1996-12-07,Defender,Scotch OC
2018705908,"Farrell, Kane",182.0,74.0,1999-03-17,"Midfield, Forward",Bendigo Pioneers
2011709903,"Fasolo, Alex",179.0,84.0,1992-06-08,Forward,East Fremantle
2011706972,"Faulks, Peter",192.0,80.0,1988-04-24,Defender,Calder Cannons
2013702203,"Ferguson, Jackson",194.0,89.0,1992-10-23,"Defender, Forward",Pennant Hills
2015708320,"Fields, Tom",192.0,93.0,1992-12-19,Defender,South Adelaide
2017708800,"Finlayson, Jeremy",196.0,93.0,1996-02-09,Forward,Hills Eagles
2016702492,"Fiorini, Brayden",186.0,82.0,1997-08-22,Midfield,Northern Knights
2003703030,"Firrito, Michael",189.0,93.0,1983-11-27,Defender,Eastern Ranges
2004705704,"Fisher, Sam",191.0,94.0,1982-07-10,Defender,West Adelaide
2017703824,"Fisher, Zac",177.0,75.0,1998-06-15,"Midfield, Forward",Perth
2011705438,"Fitzpatrick, Jack",200.0,99.0,1991-06-26,Ruck,Western Jets
2012707516,"Flanagan, Piers",189.0,74.0,1992-03-31,Midfield,Geelong Falcons
2020702940,"Flanders, Sam",182.0,81.0,2001-07-24,"Midfield, Forward",Gippsland Power
2023705165,"Fleeton, Cameron",192.0,89.0,2002-06-17,Defender,Geelong Falcons
1993707514,"Fletcher, Dustin",198.0,92.0,1975-05-07,Defender,Western Jets
2023703844,"Fletcher, Jaspa",183.0,76.0,2004-02-24,Midfield,Brisbane Lions
2022701984,"Florenca, Jake",184.0,86.0,1997-05-15,Midfield,South Fremantle
2017702539,"Florent, Oliver",185.0,81.0,1998-07-22,Midfield,Sandringham Dragons
2021706816,"Flynn, Matt",200.0,103.0,1997-09-13,Ruck,Narrandera
2018704381,"Fogarty, Darcy",193.0,94.0,1999-09-25,Forward,Glenelg
2018707413,"Fogarty, Lachie",180.0,76.0,1999-04-01,Forward,Western Jets
2012709592,"Folau, Israel",193.0,102.0,1989-04-03,Forward,Melbourne Storm
2020702375,"Foley, Luke",188.0,75.0,1999-10-08,Defender,Subiaco
2005706701,"Foley, Nathan",178.0,79.0,1985-09-08,"Midfield, Forward",Geelong Falcons
2020707823,"Foot, Zac",181.0,73.0,2000-12-24,"Midfield, Forward",Dandenong Stingrays
2016707219,"Foote, Jordan",183.0,82.0,1996-01-02,"Midfield, Forward",Unsw-easts
2021709219,"Ford, Eddie",184.0,73.0,2002-06-21,Forward,Western Jets
2013703141,"Forster, Alex",189.0,85.0,1993-07-14,Defender,Norwood
2019703444,"Fort, Darcy",204.0,99.0,1993-08-06,Forward,Central District
2017701570,"Fox, Robbie",185.0,85.0,1993-04-16,Defender,Coburg Lions
2018703883,"Frampton, Billy",200.0,90.0,1996-11-20,Forward,South Fremantle
2016701470,"Francis, Aaron",192.0,90.0,1997-08-10,Defender,West Adelaide
2005708162,"Franklin, Lance",199.0,105.0,1987-01-30,Forward,Perth
2000707821,"Fraser, Josh",202.0,100.0,1982-01-05,Ruck,Murray Bushrangers
2007704941,"Frawley, James",193.0,96.0,1988-09-20,Defender,GWV Rebels
2021707277,"Frederick, Martin",178.0,74.0,2000-05-17,Defender,Sudan
2020708891,"Frederick, Michael",183.0,71.0,2000-05-17,Forward,Eagles
2014703691,"Freeman, Jonathan",198.0,96.0,1994-04-27,Forward,Aspley
2018702584,"Freeman, Nathan",183.0,88.0,1995-06-16,Midfield,Sandringham Dragons
2018705341,"Fritsch, Bayley",188.0,82.0,1996-12-06,Forward,Casey Demons
2013703623,"Frost, Jack",195.0,90.0,1992-02-25,Defender,Williamstown
2012702150,"Frost, Sam",194.0,93.0,1993-08-28,Defender,Sandringham Dragons
2020704278,"Fullarton, Tom",199.0,92.0,1999-02-23,Forward,Brisbane Bullets
2010704250,"Fyfe, Nat",192.0,96.0,1991-09-18,"Midfield, Forward",Claremont
2011712726,"Gaff, Andrew",183.0,85.0,1992-06-16,Midfield,Oakleigh Chargers
2017713949,"Gallucci, Jordan",182.0,78.0,1998-05-04,Forward,Eastern Ranges
2021712561,"Garcia, Riley",177.0,70.0,2001-01-30,Midfield,Swan Districts
2014713583,"Gardiner, Darcy",193.0,92.0,1995-09-22,Defender,Geelong Falcons
2019719435,"Gardner, Ryan",197.0,93.0,1997-06-01,Forward,Burnie Dockers
2007718224,"Garland, Colin",191.0,92.0,1988-04-28,Defender,Tasmania Devils
2009712142,"Garlett, Cruize",174.0,74.0,1989-03-06,Midfield,Perth
2015716289,"Garlett, Jarrod",181.0,75.0,1996-05-03,Forward,South Fremantle
2009718600,"Garlett, Jeff",180.0,72.0,1989-08-03,Forward,Swan Districts
2019714603,"Garner, Joel",184.0,83.0,1999-05-21,Defender,Eastern Ranges
2013717746,"Garner, Taylor",187.0,88.0,1994-01-08,Forward,Dandenong Stingrays
2018714804,"Garthwaite, Ryan",192.0,91.0,1998-06-30,Defender,Murray Bushrangers
2014713700,"Gault, Corey",200.0,97.0,1992-10-28,Forward,Swan Districts
2011718646,"Gawn, Max",208.0,109.0,1991-12-30,Ruck,Sandringham Dragons
2008717670,"Geary, Jarryn",183.0,82.0,1988-06-23,Defender,Bendigo Pioneers
2020717789,"Georgiades, Mitch",191.0,78.0,2001-09-28,Forward,Subiaco
2014712309,"Georgiou, Alex",187.0,88.0,1990-02-01,Defender,Norwood
2001711934,"Giansiracusa, Daniel",182.0,83.0,1982-03-11,Forward,Western Jets
2019713093,"Gibbons, Michael",175.0,75.0,1995-05-15,Forward,Williamstown
2007712963,"Gibbs, Bryce",188.0,84.0,1989-03-15,Midfield,Glenelg
2022713582,"Gibcus, Josh",196.0,87.0,2003-04-04,Defender,GWV Rebels
2006712221,"Gibson, Josh",189.0,93.0,1984-03-13,Defender,Port Melbourne
2012713054,"Gibson, Sam",185.0,83.0,1986-05-27,Midfield,Oakleigh Chargers
2001717234,"Gilbee, Lindsay",180.0,83.0,1981-07-08,Defender,Eastern Ranges
2006716318,"Gilbert, Sam",194.0,90.0,1986-08-19,Defender,Southport Sharks
2012715261,"Giles, Jonathan",201.0,101.0,1988-01-08,Ruck,Central District
2005714730,"Gilham, Stephen",192.0,86.0,1984-09-02,Defender,Oakleigh Chargers
2011719276,"Gillbee, Jacob",184.0,76.0,1992-09-13,Forward,Lauderdale
2009718283,"Gillies, Tom",192.0,87.0,1990-03-07,Defender,Dandenong Stingrays
2023716476,"Ginbey, Reuben",191.0,83.0,2004-09-10,Midfield,East Perth
2021716435,"Ginnivan, Jack",183.0,77.0,2002-12-19,"Midfield, Forward",Bendigo Pioneers
2018711847,"Giro, Stefan",175.0,77.0,1999-03-10,Midfield,Norwood
2017716658,"Glass, Conor",189.0,84.0,1997-09-28,Defender,Maghera
2000715359,"Glass, Darren",192.0,93.0,1981-05-14,Defender,Perth
2014717758,"Gleeson, Martin",191.0,84.0,1994-08-25,Defender,GWV Rebels
2015712141,"Glenn, Josh",180.0,78.0,1994-03-10,Midfield,Central District
2022715651,"Goater, Josh",190.0,80.0,2003-06-02,Defender,Calder Cannons
2003717206,"Goddard, Brendon",193.0,94.0,1985-05-20,"Defender, Midfield",Traralgon
2015719665,"Goddard, Hugh",196.0,94.0,1996-08-24,Defender,Geelong Falcons
2011713984,"Golby, Mitch",184.0,84.0,1991-10-03,Defender,Gippsland Power
2012716989,"Golds, Tim",193.0,86.0,1993-04-06,Defender,Balwyn
2007719632,"Goldsack, Tyson",193.0,93.0,1987-05-22,Defender,Gippsland Power
2008718054,"Goldstein, Todd",201.0,103.0,1988-07-01,Ruck,Oakleigh Chargers
2021712671,"Gollant, Lachlan",191.0,72.0,2001-09-12,"Defender, Midfield",Calder Cannons
1999715950,"Goodes, Adam",191.0,100.0,1980-01-08,Forward,GWV Rebels
2013711261,"Goodes, Brett",183.0,89.0,1984-02-17,Defender,-
2016718608,"Goodyear, Matthew",185.0,79.0,1996-07-20,Midfield,Calder Cannons
2011713166,"Gordon, Nathan",186.0,86.0,1990-02-12,Forward,East Coast Eagles
2011717073,"Gorringe, Daniel",200.0,96.0,1992-06-02,"Forward, Ruck",Norwood
2023711871,"Gould, Will",192.0,102.0,2001-01-14,Defender,Glenelg
2018717325,"Gowers, Billy",187.0,87.0,1996-06-10,Forward,Oakleigh Chargers
2007711157,"Graham, Angus",201.0,106.0,1987-04-16,Ruck,Calder Cannons
2019718127,"Graham, Caleb",195.0,92.0,2000-09-12,Defender,Gold Coast Suns Academy
2017716913,"Graham, Jack",181.0,82.0,1998-02-25,"Midfield, Forward",North Adelaide
2013718523,"Graham, Nick",182.0,82.0,1994-06-12,"Midfield, Forward",Gippsland Power
2021716124,"Grainger-Barras, Denver",195.0,78.0,2002-04-17,Defender,Swan Districts
2003714335,"Gram, Jason",186.0,88.0,1984-04-27,Defender,Gippsland Power
2009716371,"Grant, Jarrad",193.0,85.0,1989-07-06,Forward,Dandenong Stingrays
2007719318,"Gray, Robbie",183.0,84.0,1988-03-30,Forward,Oakleigh Chargers
2014711121,"Gray, Sam",176.0,75.0,1992-02-01,Forward,Port Adelaide
2020715132,"Greaves, Damon",186.0,77.0,2000-04-25,Defender,East Perth
2000714442,"Green, Brad",184.0,86.0,1981-03-13,Forward,Northern Knights
2011713720,"Green, Josh",178.0,77.0,1992-08-24,Forward,Clarence
2020719374,"Green, Tom",188.0,85.0,2001-01-23,Midfield,GWS Giants Academy
2018719221,"Greene, Fergus",187.0,75.0,1997-12-20,Forward,Bendigo Pioneers
2012717773,"Greene, Toby",182.0,83.0,1993-09-25,Forward,Oakleigh Chargers
2017716174,"Greenwood, Hugh",191.0,92.0,1992-03-06,"Midfield, Forward",Perth Wildcats
2009711665,"Greenwood, Levi",181.0,87.0,1989-02-19,Midfield,Port Adelaide
2015713711,"Gregson, Cory",175.0,79.0,1996-09-04,Forward,Glenelg
2016716809,"Gresham, Jade",179.0,79.0,1997-08-24,Midfield,Northern Knights
2015714459,"Grey, Brady",180.0,87.0,1995-07-20,Forward,Burnie Dockers
2005717264,"Griffen, Ryan",192.0,88.0,1986-07-27,"Midfield, Forward",South Adelaide
2007715779,"Griffin, Jonathon",201.0,104.0,1986-01-14,Ruck,East Fremantle
2010719862,"Griffiths, Ben",200.0,101.0,1991-09-17,Forward,Eastern Ranges
2013715229,"Grigg, Mitch",182.0,81.0,1993-01-02,"Midfield, Forward",Norwood
2007714710,"Grigg, Shaun",190.0,85.0,1988-04-19,Midfield,GWV Rebels
2009714554,"Grima, Nathan",192.0,94.0,1985-08-05,Defender,Central District
2010719510,"Grimes, Dylan",193.0,90.0,1991-07-16,Defender,Northern Knights
2008713743,"Grimes, Jack",187.0,82.0,1989-05-11,Defender,Northern Knights
2013717372,"Grimley, Sam",199.0,96.0,1991-01-03,"Forward, Ruck",Northern Knights
1999715542,"Grover, Antoni",189.0,98.0,1980-03-11,Defender,Subiaco
2013718586,"Grundy, Brodie",203.0,100.0,1994-04-15,Ruck,Sturt
2006713298,"Grundy, Heath",192.0,103.0,1986-06-02,Defender,Norwood
2018714830,"Guelfi, Matt",184.0,85.0,1997-08-14,"Defender, Midfield",Claremont
2000712753,"Guerra, Brent",182.0,90.0,1982-05-29,Defender,Bendigo Pioneers
2021712929,"Gulden, Errol",175.0,75.0,2002-07-18,"Midfield, Forward",Sydney Swans
2007717112,"Gumbleton, Scott",197.0,97.0,1988-08-03,Forward,Peel Thunder
2010713968,"Gunston, Jack",193.0,87.0,1991-10-16,Forward,Sandringham
2011716859,"Guthrie, Cameron",187.0,86.0,1992-08-19,Midfield,Calder Cannons
2017711451,"Guthrie, Zach",187.0,76.0,1998-06-30,"Defender, Midfield",Calder Cannons
2005712694,"Gwilt, James",188.0,96.0,1986-08-11,Defender,Noble Park
2010718363,"Gysberts, Jordan",190.0,82.0,1991-06-11,Midfield,Eastern Ranges
2003727095,"Hale, David",201.0,102.0,1984-05-22,"Forward, Ruck",Broadbeach
2012722939,"Hall, Aaron",185.0,85.0,1990-11-09,"Defender, Forward",Hobart
2012729778,"Hall, Josh",197.0,88.0,1990-04-03,Forward,-
2014725037,"Hallahan, Mitch",183.0,84.0,1992-08-23,Midfield,Dandenong Stingrays
2019727673,"Ham, Brayden",181.0,70.0,1999-04-25,"Midfield, Forward",Geelong Falcons
2020728148,"Hamill, Will",186.0,71.0,2000-11-17,Defender,Dandenong Stingrays
2022721344,"Hamilton, Cooper",184.0,85.0,2003-09-24,Midfield,Bendigo Pioneers
2015725767,"Hamling, Joel",194.0,92.0,1993-04-09,Defender,Claremont
2016721208,"Hammelmann, Matthew",197.0,88.0,1996-03-08,Defender,Morningside
2007721397,"Hampson, Shaun",201.0,106.0,1988-03-21,Ruck,Mt Gravatt
2012721746,"Hampton, Curtly",185.0,90.0,1993-03-10,Midfield,Alice Springs
2010722790,"Hams, Ashton",174.0,77.0,1986-09-06,Forward,South Fremantle
2013725318,"Hams, Will",180.0,71.0,1994-07-14,Forward,Northern Knights
2008722128,"Hanley, Pearce",185.0,86.0,1988-11-15,Defender,Ireland
2017729930,"Hannan, Mitch",189.0,87.0,1994-03-09,Forward,Footscray Bulldogs
2013729886,"Hannath, Jack",201.0,102.0,1991-07-09,"Forward, Ruck",Central District
2009726698,"Hannebery, Dan",181.0,80.0,1991-02-24,Midfield,Oakleigh Chargers
2019721542,"Hanrahan, Oliver",181.0,75.0,1998-08-27,Forward,St. Kevin's College
2007729523,"Hansen, Lachlan",197.0,98.0,1988-08-17,Defender,Gippsland Power
2023722187,"Hansen, Robert",182.0,76.0,2004-03-13,Forward,Subiaco
2007728751,"Harbrow, Jarrod",178.0,73.0,1988-07-18,Defender,Murray Bushrangers
2010722670,"Hardingham, Kyle",186.0,85.0,1988-09-01,Defender,East Fremantle
2016727274,"Hardwick, Blake",181.0,79.0,1997-02-05,Defender,Eastern Ranges
2002728153,"Hargrave, Ryan",190.0,87.0,1981-07-26,Defender,Perth
2015722143,"Harmes, James",185.0,82.0,1995-10-05,"Defender, Midfield",Dandenong Stingrays
2011722464,"Harper, Kieran",187.0,84.0,1992-06-15,Forward,Eastern Ranges
2023726183,"Harrison, Harvey",181.0,83.0,2003-11-10,Forward,North Adelaide
2013724713,"Hartigan, Kyle",194.0,98.0,1991-11-07,Defender,Werribee
2009724069,"Hartlett, Hamish",185.0,83.0,1990-08-14,Defender,West Adelaide
2016725811,"Hartley, Michael",198.0,104.0,1993-06-07,Defender,Sydney University
2014721249,"Hartman, Brad",188.0,86.0,1994-11-16,"Midfield, Forward",Sturt
2014721177,"Hartung, Billy",177.0,78.0,1995-01-24,Midfield,Dandenong Stingrays
1996722607,"Harvey, Brent",177.0,75.0,1978-05-14,Forward,Northern Knights
2023723443,"Harvey, Cooper",180.0,81.0,2004-07-12,Forward,Northern Knights
2010729784,"Harwood, Ryan",184.0,87.0,1991-08-07,Defender,Glenorchy
2019721038,"Hately, Jackson",190.0,83.0,2000-10-21,Midfield,Central District
2007724084,"Hawkins, Tom",198.0,103.0,1988-07-21,Forward,Melbourne Grammar
2008725018,"Hawksley, James",187.0,84.0,1989-02-05,Defender,Peel Thunder
2019727565,"Hayden, Kyron",186.0,86.0,1999-06-07,Midfield,Subiaco
2022728420,"Hayes, Jack",193.0,91.0,1997-03-06,Forward,Woodville-West Torrens
1999728913,"Hayes, Lenny",186.0,84.0,1980-01-14,Midfield,Pennant Hills
2022725566,"Hayes, Sam",205.0,102.0,1999-06-09,Ruck,Eastern Ranges
2019723676,"Hayes, Will",181.0,77.0,1995-06-05,Midfield,Footscray Bulldogs
2012726893,"Haynes, Nick",193.0,90.0,1992-05-18,Defender,Dandenong Stingrays
2017724516,"Hayward, Will",187.0,84.0,1998-10-26,Forward,North Adelaide
2010721643,"Heath, Campbell",187.0,75.0,1991-04-01,Defender,Gippsland Power
2016721866,"Heatherley, Kurt",193.0,89.0,1995-01-01,Defender,Sandringham Dragons
2015728707,"Heeney, Isaac",186.0,84.0,1996-05-05,Forward,Cardiff
2011724405,"Helbig, Brad",185.0,83.0,1992-02-28,Midfield,West Adelaide
2008721800,"Henderson, Lachie",196.0,98.0,1989-12-14,Defender,Geelong Falcons
2010728130,"Henderson, Ricky",188.0,89.0,1988-09-11,Midfield,Trentham
2018726120,"Henry, Jack",191.0,92.0,1998-08-29,Defender,Geelong Falcons
2020729143,"Henry, Liam",179.0,67.0,2001-08-28,"Midfield, Forward",Claremont
2021729247,"Henry, Oliver",186.0,72.0,2002-07-29,Forward,Geelong Falcons
2011723674,"Heppell, Dyson",189.0,84.0,1992-05-14,"Defender, Midfield",Gippsland Power
